date,disease,pathway,countries,who_report_url
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_18-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_19-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_20-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_21-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_23-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_25-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_26-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_27a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_29-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_01a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_03-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_05-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_08-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_10a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_11-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_12-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_15-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_17-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_19-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_22-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_24-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_26-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_29-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_07_01a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_07_03-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_07_06-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_07_27-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_08_04-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_08_12-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_08_21-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_08_28-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_09_04-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_09_11-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_09_18-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_09_25-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_10_02-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_10_09-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_10_16-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_10_23-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_06-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_13-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_20a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_27a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_04-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_11a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_18a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_23-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_30-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_01_15-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_01_22-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_01_29-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_5-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_19-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_26-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_05-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_12-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_19-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_26-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_04_09-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_04_16-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_04_23a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_04_30a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_07-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_14-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_21-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_28-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_06_04-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_06_11-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_06_18-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_06_25-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_09-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_16-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_23a-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_30-en
2021-06-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010_08_06-en
2021-06-04,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2011_11_29-en
2021-06-04,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2011_12_15-en
2021-06-04,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2011_12_21-en
2021-06-03,Ebola and Sudan virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/2012_08_17-en
2021-06-03,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2013_07_19-en
2021-06-03,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2013_11_07-en
2021-06-03,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2013_11_18-en
2021-06-03,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_01_10_h7n9-en
2021-06-03,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_01_27mers-en
2021-06-03,Ebola and Sudan virus disease,wildlife,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2014_03_23_ebola-en
2021-06-03,Ebola and Sudan virus disease,wildlife,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2014_03_24_ebola-en
2021-06-03,Ebola and Sudan virus disease,wildlife,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2014_03_25_ebola-en
2021-06-03,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_14_mers-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/19-december-2017-mers-saudi-arabia-en
2021-06-03,Mpox,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/21-december-2017-monkeypox-nigeria-en
2021-06-03,Yellow fever,vector,NG,https://www.who.int/emergencies/disease-outbreak-news/item/22-december-2017-yellow-fever-nigeria-en
2021-06-03,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/22-december-2017-mers-cov-united-arab-emirates-en
2021-06-03,MERS,livestock,MY,https://www.who.int/emergencies/disease-outbreak-news/item/08-january-2018-mers-cov-malaysia-en
2021-06-03,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/22-january-2018-yellow-fever-brazil-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-january-2018-mers-saudi-arabia-en
2021-06-03,Lassa fever,wildlife,LR,https://www.who.int/emergencies/disease-outbreak-news/item/22-february-2018-lassa-fever-liberia-en
2021-06-03,Rift Valley fever,livestock,GM,https://www.who.int/emergencies/disease-outbreak-news/item/26-february-2018-rift-valley-fever-gambia-en
2021-06-03,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/27-february-2018-yellow-fever-brazil-en
2021-06-03,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/01-march-2018-lassa-fever-nigeria-en
2021-06-03,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/09-march-2018-yellow-fever-brazil-en
2021-06-03,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/15-march-2018-mers-oman-en
2021-06-03,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2018-lassa-fever-nigeria-en
2021-06-03,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/20-april-2018-lassa-fever-nigeria-en
2021-06-03,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/28-may-2018-mers-uae-en
2021-06-03,Nipah virus,wildlife,IN,https://www.who.int/emergencies/disease-outbreak-news/item/31-may-2018-nipah-virus-india-en
2021-06-03,Mpox,wildlife,CM,https://www.who.int/emergencies/disease-outbreak-news/item/05-june-2018-monkeypox-cameroon-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/18-june-2018-mers-saudi-arabia-en
2021-06-03,Rift Valley fever,livestock,KE,https://www.who.int/emergencies/disease-outbreak-news/item/18-june-2018-rift-valley-fever-kenya-en
2021-06-03,Nipah virus,wildlife,IN,https://www.who.int/emergencies/disease-outbreak-news/item/07-august-2018-nipah-virus-india-en
2021-06-03,Yellow fever,vector,FR GF,https://www.who.int/emergencies/disease-outbreak-news/item/24-august-2018-yellow-fever-french-guiana-en
2021-06-03,MERS,livestock,GB IE,https://www.who.int/emergencies/disease-outbreak-news/item/31-august-2018-mers-united-kingdom-en
2021-06-03,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/05-september-2018-ah7n9-china-en
2021-06-03,Yellow fever,vector,CG,https://www.who.int/emergencies/disease-outbreak-news/item/7-september-2018-yellow-fever-congo-en
2021-06-03,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/12-september-2018-mers-republic-of-korea-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/03-october-2018-mers-saudi-arabia-en
2021-06-03,Mpox,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/05-october-2018-monkeypox-nigeria-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/01-november-2018-mers-saudi-arabia-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/20-november-2018-mers-saudi-arabia-en
2021-06-03,Yellow fever,vector,NL,https://www.who.int/emergencies/disease-outbreak-news/item/18-December-2018-yellowfever-netherlands-en
2021-06-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/28-december-2018-mers-saudi-arabia-en
2021-05-04,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2021-DON325
2021-04-30,Rift Valley fever,livestock,FR YT,https://www.who.int/emergencies/disease-outbreak-news/item/13-may-2019-rift-valley-fever-mayotte-france-en
2021-04-30,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/16-may-2019-ebola-drc-en
2021-04-14,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2021-DON317
2021-04-13,Swine-origin influenza,livestock,BR,https://www.who.int/emergencies/disease-outbreak-news/item/influenza-a(h1n2)-variant-virus-brazil
2021-03-17,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/2021-DON314
2021-03-08,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON277
2021-03-06,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON278
2021-03-06,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON281
2021-03-05,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON274
2021-03-05,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON275
2021-03-05,Yellow fever,vector,TG,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON279
2021-03-05,Yellow fever,vector,GA,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON282
2021-03-05,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON276
2021-03-05,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON283
2021-03-05,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON284
2021-03-05,Yellow fever,vector,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON299
2021-03-05,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON285
2021-03-04,Mpox,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/monkeypox-democratic-republic-of-the-congo
2021-03-04,Oropouche fever,vector,FR GF,https://www.who.int/emergencies/disease-outbreak-news/item/oropouche-virus-disease---french-guiana-france
2021-03-04,Rift Valley fever,livestock,MR,https://www.who.int/emergencies/disease-outbreak-news/item/rift-valley-fever-mauritania
2021-03-04,Avian influenza,birds,LA,https://www.who.int/emergencies/disease-outbreak-news/item/avian-influenza-a(h5n1)--lao-people-s-democratic-republic
