date,disease,pathway,countries,who_report_url
2010-12-29,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_12_29-en
2010-12-09,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_12_09-en
2010-12-08,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_12_08-en
2010-11-19,Avian influenza,birds,CN HK,https://www.who.int/emergencies/disease-outbreak-news/item/2010_11_19-en
2010-10-25,Crimean-Congo haemorrhagic fever,livestock,CG PK,https://www.who.int/emergencies/disease-outbreak-news/item/2010_10_25a-en
2010-10-18,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_10_18-en
2010-10-05,Yellow fever,vector,SN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_10_05-en
2010-08-31,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_08_31-en
2010-08-12,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_08_12-en
2010-08-10,Plague,wildlife,PE,https://www.who.int/emergencies/disease-outbreak-news/item/2010_08_10-en
2010-08-03,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_08_03-en
2010-07-29,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_29-en
2010-07-22,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_22-en
2010-07-19,Yellow fever,vector,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_19a-en
2010-07-05,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_07_05-en
2010-06-08,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_06_08-en
2010-05-27,Yellow fever,vector,CM,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_27-en
2010-05-12,Rift Valley fever,livestock,ZA,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_12-en
2010-05-06,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_06-en
2010-05-04,Rift Valley fever,livestock,ZA,https://www.who.int/emergencies/disease-outbreak-news/item/2010_05_04a-en
2010-04-21,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_04_21-en
2010-04-09,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/_2010_04_09-en
2010-03-30,Rift Valley fever,livestock,ZA,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_30a-en
2010-03-30,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/_2010_03_30-en
2010-03-29,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_29a-en
2010-03-16,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_16a-en
2010-03-12,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/_2010_03_12-en
2010-03-04,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_03_04a-en
2010-02-24,Yellow fever,vector,CM,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_24-en
2010-02-17,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_17-en
2010-02-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_12a-en
2010-02-10,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_10-en
2010-02-08,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_02_08-en
2010-01-28,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010_01_28-en
2010-01-12,Yellow fever,vector,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2010_01_12-en
2010-01-08,Yellow fever,vector,CI,https://www.who.int/emergencies/disease-outbreak-news/item/2010_01_08a-en
2009-12-21,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_21-en
2009-12-18,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_18-en
2009-12-11,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_11-en
2009-12-01,Yellow fever,vector,CF,https://www.who.int/emergencies/disease-outbreak-news/item/2009_12_01-en
2009-11-27,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_27-en
2009-11-20,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_20-en
2009-11-17,Swine-origin influenza,livestock,UA,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_16-en
2009-11-03,Swine-origin influenza,livestock,UA,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_03-en
2009-11-01,Swine-origin influenza,livestock,UA,https://www.who.int/emergencies/disease-outbreak-news/item/2009_11_01-en
2009-10-01,Yellow fever,vector,CM,https://www.who.int/emergencies/disease-outbreak-news/item/2009_10_01-en
2009-09-24,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_09_24-en
2009-08-31,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_08_31-en
2009-08-11,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_08_11a-en
2009-07-01,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_07_01-en
2009-06-02,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_06_02-en
2009-05-28,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_28-en
2009-05-22,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_22a-en
2009-05-17,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_17-en
2009-05-16,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_16-en
2009-05-15,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_15a-en
2009-05-15,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_15-en
2009-05-14,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_14-en
2009-05-13,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_13-en
2009-05-12,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_12-en
2009-05-11,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_11-en
2009-05-10,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_10-en
2009-05-09,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_09-en
2009-05-08,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_08a-en
2009-05-07,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_07a-en
2009-05-06,Yellow fever,vector,LR,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_06a-en
2009-05-06,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_06c-en
2009-05-06,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_06b-en
2009-05-06,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_06d-en
2009-05-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_05a-en
2009-05-04,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_04a-en
2009-05-03,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_03a-en
2009-05-02,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_02a-en
2009-05-01,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_05_01a-en
2009-04-30,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_30_a-en
2009-04-29,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_29-en
2009-04-28,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_28-en
2009-04-27,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_27-en
2009-04-26,Swine-origin influenza,livestock,MX US,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_26-en
2009-04-25,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_25-en
2009-04-21,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_21-en
2009-04-17,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_17-en
2009-04-08,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_04_08a-en
2009-03-31,Ebola and Sudan virus disease,wildlife,PH,https://www.who.int/emergencies/disease-outbreak-news/item/2009_03_31-en
2009-03-30,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_03_30-en
2009-03-23,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_03_23a-en
2009-03-11,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_03_11-en
2009-03-10,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_03_10-en
2009-03-02,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_03_02-en
2009-02-27,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_27-en
2009-02-24,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_24-en
2009-02-18,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_18-en
2009-02-17,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_17-en
2009-02-11,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_11-en
2009-02-09,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_09-en
2009-02-05,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_05-en
2009-02-03,Ebola and Sudan virus disease,wildlife,PH,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_03-en
2009-02-02,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_02_02-en
2009-01-27,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_27-en
2009-01-26,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_26-en
2009-01-24,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_24-en
2009-01-22,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_22-en
2009-01-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_19-en
2009-01-14,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_14a-en
2009-01-07,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_07a-en
2009-01-06,Yellow fever,vector,SL,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_06a-en
2009-01-02,Ebola and Sudan virus disease,wildlife,CG,https://www.who.int/emergencies/disease-outbreak-news/item/2009_01_02-en
2008-12-26,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2008_12_26a-en
2008-12-16,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_12_16-en
2008-12-12,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2008_12_12-en
2008-12-09,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_12_09-en
2008-11-03,Yellow fever,vector,BF,https://www.who.int/emergencies/disease-outbreak-news/item/2008_11_03-en
2008-10-30,Yellow fever,vector,CF,https://www.who.int/emergencies/disease-outbreak-news/item/2008_10_30-en
2008-08-08,Yellow fever,vector,CI,https://www.who.int/emergencies/disease-outbreak-news/item/2008_08_08-en
2008-07-10,Marburg virus disease,wildlife,NL UG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_07_10-en
2008-06-19,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_06_19-en
2008-05-28,Avian influenza,birds,BD,https://www.who.int/emergencies/disease-outbreak-news/item/2008_05_28-en
2008-05-20,Yellow fever,vector,CF,https://www.who.int/emergencies/disease-outbreak-news/item/2008_05_20-en
2008-04-30,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_30-en
2008-04-25,Yellow fever,vector,LR,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_25-en
2008-04-18,Rift Valley fever,livestock,MG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_18a-en
2008-04-17,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_17-en
2008-04-15,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_15-en
2008-04-08,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_08-en
2008-04-03,Avian influenza,birds,PK,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_03-en
2008-04-02,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_04_02-en
2008-03-18,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2008_03_18-en
2008-03-11,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_03_11-en
2008-03-07,Yellow fever,vector,PY,https://www.who.int/emergencies/disease-outbreak-news/item/2008_03_07-en
2008-03-05,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_03_05-en
2008-03-04,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_03_04-en
2008-02-28,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_28-en
2008-02-28,Yellow fever,vector,PY,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_28a-en
2008-02-26,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_26b-en
2008-02-21,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_21a-en
2008-02-20,Ebola and Sudan virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_20b-en
2008-02-20,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_20-en
2008-02-20,Yellow fever,vector,PY,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_20a-en
2008-02-15,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_15-en
2008-02-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_12-en
2008-02-07,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_07-en
2008-02-05,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_05-en
2008-02-01,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_02_01-en
2008-01-30,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_30-en
2008-01-29,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_29-en
2008-01-24,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_24a-en
2008-01-23,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_23-en
2008-01-22,Rift Valley fever,livestock,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_22-en
2008-01-21,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_21-en
2008-01-18,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_18-en
2008-01-15,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_15-en
2008-01-11,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_11-en
2008-01-03,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_03-en
2008-01-02,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2008_01_02-en
2007-12-28,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_28a-en
2007-12-27,Avian influenza,birds,PK,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_27-en
2007-12-26,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_26-en
2007-12-26,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_26a-en
2007-12-21,Rift Valley fever,livestock,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_21-en
2007-12-18,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_18-en
2007-12-15,Avian influenza,birds,PK,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_15-en
2007-12-14,Avian influenza,birds,MM,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_14-en
2007-12-13,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_13-en
2007-12-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_12-en
2007-12-09,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_09-en
2007-12-07,Ebola and Sudan virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_07-en
2007-12-04,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_12_04-en
2007-11-30,Ebola and Sudan virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_11_30a-en
2007-11-22,Rift Valley fever,livestock,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_11_22-en
2007-11-14,Rift Valley fever,livestock,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_11_14-en
2007-11-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_11_12-en
2007-11-07,Rift Valley fever,livestock,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_11_07-en
2007-11-05,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_11_05a-en
2007-10-31,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_31-en
2007-10-25,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_25-en
2007-10-17,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_17-en
2007-10-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_12-en
2007-10-08,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_08-en
2007-10-03,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_03a-en
2007-10-02,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_10_02-en
2007-09-27,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_09_27-en
2007-09-20,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_09_20-en
2007-09-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_09_13-en
2007-09-11,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2007_09_11-en
2007-08-23,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_08_23-en
2007-08-16,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_08_16-en
2007-08-14,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_08_14a-en
2007-08-03,Marburg virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_08_03-en
2007-07-25,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_07_25-en
2007-07-11,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_07_11-en
2007-06-29,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_29-en
2007-06-25,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_25a-en
2007-06-15,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_15-en
2007-06-12,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_12-en
2007-06-11,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_11-en
2007-06-06,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_06-en
2007-06-04,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_06_04a-en
2007-05-31,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_05_31-en
2007-05-29,Avian influenza,birds,GB,https://www.who.int/emergencies/disease-outbreak-news/item/2007_05_29-en
2007-05-24,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_05_24-en
2007-05-16,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_05_16-en
2007-05-09,Rift Valley fever,livestock,KE SO TZ,https://www.who.int/emergencies/disease-outbreak-news/item/2007_05_09-en
2007-04-11,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_04_11-en
2007-04-10,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2007_04_10a-en
2007-04-02,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_04_02-en
2007-03-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_29-en
2007-03-28,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_28-en
2007-03-27,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_27-en
2007-03-23,Rift Valley fever,livestock,TZ,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_23-en
2007-03-20,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_20-en
2007-03-16,Avian influenza,birds,LA,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_16-en
2007-03-12,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_12-en
2007-03-08,Avian influenza,birds,LA,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_08-en
2007-03-01,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_03_01a-en
2007-02-27,Avian influenza,birds,LA,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_27-en
2007-02-19,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_19-en
2007-02-16,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_16-en
2007-02-15,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_15-en
2007-02-12,Yellow fever,vector,TG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_12-en
2007-02-06,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_06-en
2007-02-03,Avian influenza,birds,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_02_03-en
2007-01-31,Avian influenza,birds,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_31a-en
2007-01-29,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_29-en
2007-01-29,Yellow fever,vector,TG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_29a-en
2007-01-22,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_22-en
2007-01-22,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_22a-en
2007-01-18,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_18-en
2007-01-15,Rift Valley fever,livestock,KE,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_15a-en
2007-01-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_12-en
2007-01-11,Yellow fever,vector,TG,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_11-en
2007-01-11,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_11a-en
2007-01-10,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_10-en
2007-01-09,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007_01_09-en
2006-12-27,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_12_27a-en
2006-12-26,Rift Valley fever,livestock,KE,https://www.who.int/emergencies/disease-outbreak-news/item/2006_12_26-en
2006-12-19,Yellow fever,vector,TG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_12_19-en
2006-11-29,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_11_29-en
2006-11-13,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_11_13-en
2006-11-07,Plague,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2006_11_07-en
2006-10-31,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_31-en
2006-10-19,Yellow fever,vector,CI,https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_19a-en
2006-10-16,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_16-en
2006-10-13,Plague,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_13-en
2006-10-11,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_11-en
2006-10-03,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_03-en
2006-09-28,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_09_28-en
2006-09-27,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_09_27a-en
2006-09-25,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_09_25-en
2006-09-19,Avian influenza,birds,IQ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_09_19-en
2006-09-14,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_09_14-en
2006-09-08,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_09_08a-en
2006-08-23,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_23-en
2006-08-21,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_21-en
